url,name,pri/we,pro/cal,weight,price,calories,proteins,fats,carbohydrates,content,description,availability,last_upd_time,category,average_rating,rating_count,imgUrl,html_path
https://vkusvill.ru/goods/myaso-kraba-kamchatskogo-salatnoe-varenoe-zam-250-g-39545.html,"Мясо краба камчатского салатное вареное зам., 250 г",5.912,0.25,250.0,1478.0,68.0,17.0,0,0,"мясо краба камчатского, вода питьевая (защитная глазурь не более 5 %).Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Белоснежное сочное мясо камчатского краба отличают гладкая текстура с плотными волокнами и превосходный сладковатый вкус. Из такого мяса можно приготовить кремовые супы, салаты, жюльены, фрикасе или начинку для роллов. Этот универсальный продукт хорош и в простой яичнице по-камчатски, и в гурманских закусках.",0,2025-06-13 10:54:04,"Рыба, икра и морепродукты#Морепродукты замороженные",4.4,113,https://img.vkusvill.ru/pim/images/site_LargeWebP/f9d3b29b-09ae-4aab-a5d8-677df0c376ec.webp?1728487284.0512,myaso-kraba-kamchatskogo-salatnoe-varenoe-zam-250-g-39545.html
https://vkusvill.ru/goods/piksha-file-spinka-bez-kozhi-zam-72813.html,Пикша филе спинка без кожи зам.,1.775,0.24355300859598855,1000.0,1775.0,69.8,17.0,0.2,0,"пикша, вода питьевая (защитная ледяная оболочка). Зона вылова FAO 27 Северо-восточная часть Атлантического океана.Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","У пикши яркий вкус с мягкими молочными нотами и нежная текстура. Рыба идеально подходит для диетического рациона: содержание жиров в ней стремится к нулю. А чтобы мясо не получилось сухим, при запекании и тушении используйте томатный или сливочный соус. Если же в планах обжарка, поможет панировка, например сухарная или из яиц и рубленой зелени. Произведено в зоне вылова.",0,2025-06-13 10:54:02,"Рыба, икра и морепродукты#Рыба замороженная",4.9,698,https://img.vkusvill.ru/pim/images/site/site_LargeWebP/3a3225b7-df12-4db4-a600-603783987a70.webp,piksha-file-spinka-bez-kozhi-zam-72813.html
https://vkusvill.ru/goods/piksha-file-bez-kozhi-zam-23192.html,Пикша филе без кожи зам.,1.61,0.24225352112676055,1000.0,1610.0,71.0,17.2,0.2,0,"пикша, вода питьевая (защитная глазурь). Присутствуют мелкие реберные кости. Будьте осторожны!Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Нежное деликатесное филе морской пикши радует ярким рыбным вкусом с мягкими молочными нотами. Диетическое мясо пикши идеально подходит для запекания, обжаривания в хрустящем кляре, приготовления супов, начинок ароматных пирогов и гурманских паштетов. Попробуйте рыбное рагу в горшочках или пикшу, запечённую в листьях лука-порея, или рулетики из пикши с тушёными яблоками и сливочным соусом. Произведено в зоне вылова.",0,2025-06-13 10:54:15,"Рыба, икра и морепродукты#Рыба замороженная",4.8,131,https://img.vkusvill.ru/pim/images/site/site_LargeWebP/807a84d1-1f59-406f-8f79-130c4694ffbf.webp,piksha-file-bez-kozhi-zam-23192.html
https://vkusvill.ru/goods/kongrio-tushka-zam-1369.html,Конгрио тушка зам.,1.115,0.24203069657615112,1000.0,1115.0,84.7,20.5,0.3,0,"конгрио, вода (глазурь) не более 5%Товар от производителейАктуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Потрошёные тушки дикого конгрио, без головы. Свежевыловленную рыбу придают шоковой заморозке ещё на корабле. Это позволяет в полной мере сохранить её вкусовые качества. Конгрио — нежная маложирная рыба с мягким ароматом. Иногда её называют «креветочной» за схожую с этим морепродуктом сладость во вкусе. Готовить конгрио одно удовольствие, ведь можно выбрать любой способ термообработки — плотное белое мясо даже при варке и тушении сохраняет свою структуру. Раздел Рецепты на нашем сайте поможет в создании вкусного блюда. Просто введите в строке поиска «Чилийский суп из конгрио».",0,2025-06-13 10:55:05,"Рыба, икра и морепродукты#Рыба замороженная",4.8,106,https://img.vkusvill.ru/pim/images/site_LargeWebP/ac6997f5-fea7-4607-bc46-5eb21168f3c5.webp?1723706483.1432,kongrio-tushka-zam-1369.html
https://vkusvill.ru/goods/piksha-file-portsionnoe-zam-400-g-73734.html,"Пикша филе порционное зам., 400 г",1.145,0.23465211459754434,400.0,458.0,73.3,17.2,0.5,0,"Пикша атлантическая, вода питьевая (защитная глазурь не более 5%)Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Порционное филе оптимально готовить без предварительной разморозки: так рыба лучше сохранит свою структуру. Нежное деликатесное филе морской пикши радует ярким рыбным вкусом с мягкими молочными нотами. Диетическое мясо пикши идеально подходит для запекания, обжаривания в хрустящем кляре, приготовления супов, начинок ароматных пирогов и гурманских паштетов. Произведено в зоне вылова.",0,2025-06-13 10:55:06,"Рыба, икра и морепродукты#Рыба замороженная",4.8,2159,https://img.vkusvill.ru/pim/images/site/site_LargeWebP/6c31f22d-17f1-4b9a-8c0d-69989665a008.webp,piksha-file-portsionnoe-zam-400-g-73734.html
https://vkusvill.ru/goods/treska-file-portsionnoe-zam-ves-96652.html,"Треска филе порционное, зам, ВЕС",0.915,0.22957198443579768,1000.0,915.0,77.1,17.7,0.7,0,"Треска атлантическая (Gadus marhua), вода питьевая (защитная глазурь 5%). Продукт производится на предприятии, где используются моллюски, ракообразные. Произведено из мороженого сырья. Подлежит термической обработке.  Возможно наличие косточек, будьте осторожны! Зона вылова FAO 27 (северо-восточная часть Атлантического океана).  Продукция производится на предприятии, где используются аллергены: моллюски, ракообразные.","Нежное филе дикой трески, спрессованное в порционные брусочки. Идеально подходит для обжарки и не требует предварительной разморозки. Обладая нейтральным вкусом, треска отлично сочетается с яркими приправами: всеми видами перца, карри, пряными травами. А лучшим соусом, который подчеркнёт нежность рыбы, станет лимонно-сливочный.",0,2025-06-13 10:54:04,"Рыба, икра и морепродукты#Рыба замороженная",Ждёт оценку,0,https://img.vkusvill.ru/pim/images/site_LargeWebP/c8411692-d08b-4b4b-90b5-14c2ded94752.webp?1723319778.7653,treska-file-portsionnoe-zam-ves-96652.html
https://vkusvill.ru/goods/krevetki-belonogie-korolevskie-ochishch-s-khvostom-s-m-26-30-zam-500-g-96475.html,"Креветки белоногие «Королевские» очищ. с хвостом с/м 26/30 зам., 500 г",2.46,0.22918807810894143,500.0,1230.0,97.3,22.3,0.9,0,"Креветки белоногие (Litopenaeus vannamei), вода питьевая (защитная глазурь не более 7%) Продукция производится на предприятии, где используются аллергены: арахис, горчица, диоксид серы (сульфиты), злаки, содержащие глютен, кунжут, моллюски, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.","Свежемороженые креветки из Индии. Нежные, сочные и крупные. Идеально подходят для быстрой обжарки на сковороде или гриле — особенно с ароматным оливковым маслом, чесноком и тимьяном. Как только креветки станут розоватыми, можно снимать с огня. Допускается и варка, однако мясо может стать излишне мягким. Продукт аквакультуры: креветки растут в экологически чистых акваториях в контролируемых условиях.",0,2025-06-13 10:54:52,"Рыба, икра и морепродукты#Морепродукты замороженные",4.8,4226,https://img.vkusvill.ru/pim/images/site_LargeWebP/cdb211be-6ed5-406e-bda0-e8511fda0ebf.webp?1724709257.7766,krevetki-belonogie-korolevskie-ochishch-s-khvostom-s-m-26-30-zam-500-g-96475.html
https://vkusvill.ru/goods/krevetki-belonogie-korolevskie-v-m-50-60-500-g-67897.html,"Креветки белоногие «Королевские» в/м 50/60, 500 г",1.196,0.22791164658634538,500.0,598.0,99.6,22.7,0.8,0.4,"Креветки белоногие  (Litopenaeus Vannamei), вода питьевая (защитная ледяная оболочка). Продукция производится на предприятии, где используются аллергены: моллюски, рыба.Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Варёно-мороженые неразделанные креветки. Крупные белоногие креветки — это отличная самостоятельная закуска и аппетитный ингредиент для азиатских супов, пасты и всевозможных салатов. Рекомендации по приготовлению: Оптимальный способ разморозки — в холодильнике на протяжении суток. Также креветки можно разморозить в холодной воде в течение получаса. Советуем удалить пищевод. Повторная варка не лучшим образом сказывается на текстуре и вкусе морепродукта. Чтобы креветки получились нежными, советуем обжарить их в течение 2–3 минут на сильном огне — теперь их можно подать как закуску или добавить в блюдо.",0,2025-06-13 10:55:06,"Рыба, икра и морепродукты#Морепродукты замороженные",4.7,1648,https://img.vkusvill.ru/pim/images/site_LargeWebP/4cd4f1b5-110b-44fa-8d46-e79323f3ad27.webp?1722950382.1783,krevetki-belonogie-korolevskie-v-m-50-60-500-g-67897.html
https://vkusvill.ru/goods/mintay-file-portsionnoe-zam-19339.html,Минтай филе порционное зам.,0.985,0.22714285714285715,1000.0,985.0,70.0,15.9,0.7,0,"минтай филе. Произведено из мороженого сырья. Возможно наличие косточек, будьте аккуратны.Товар от производителейДанный товар поставляют несколько производителей, внешний вид и характеристики могут незначительно отличаться. Актуальные данные указаны на этикетке. Цена может отличаться в зависимости от региона или формата точки продажи (вендинг, микромаркет).Информация на этикетке может незначительно отличаться","Мягкое и нежное мясо минтая прекрасно подходит для приготовления лёгких, но сытных и вместе с тем питательных блюд. Его можно просто обжарить на растительном масле или дополнить кляром; запечь в духовке под сырной шапочкой или использовать для приготовления нежнейших котлеток.",0,2025-06-13 10:54:09,"Рыба, икра и морепродукты#Рыба замороженная",4.9,2676,https://img.vkusvill.ru/pim/images/site_LargeWebP/1b0d94a3-0653-442c-9cdd-7ef08ac5953f.webp?1714663564.4697,mintay-file-portsionnoe-zam-19339.html
https://vkusvill.ru/goods/mintay-file-bez-kozhi-portsionnyy-morozhenyy-ves-106971.html,"Минтай филе без кожи порционный мороженый, ВЕС",0.96,0.2247191011235955,1000.0,960.0,89.0,20.0,1.0,0,"Минтай, вода питьевая (защитная глазурь). Содержание глазури - 5%. Произведено из мороженого сырья. Зона вылова: Северо-западная часть Тихого океана (FAO 61). Подлежит термической обработке. Возможно наличие костей и их фрагментов, будьте осторожны!","Порционные кусочки минтая — удобное решение для запекания, жарки или тушения. Без кожи, с тонким морским ароматом и нежной текстурой. Произведён из мороженого сырья, покрыт защитной глазурью (не более 5%), не содержит добавок. Рыба выловлена в экологически чистых водах северо-западной части Тихого океана.",0,2025-06-13 10:54:14,"Рыба, икра и морепродукты#Рыба замороженная",4.9,1262,https://img.vkusvill.ru/pim/images/site_LargeWebP/b9362a36-caa8-4b36-b9d9-1905f0226ad7.webp?1743118387.2071,mintay-file-bez-kozhi-portsionnyy-morozhenyy-ves-106971.html
https://vkusvill.ru/goods/shchuka-file-bez-kozhi-zam-109740.html,Щука филе без кожи зам.,1.15,0.2235294117647059,1000.0,1150.0,85.0,19.0,1.0,0,"Щука, вода питьевая (защитная глазурь не более 5%).  Продукция производится на предприятии, где используются аллергены: злаки, содержащие глютен, кунжут, моллюски, ракообразные, молоко (лактоза), соя, яйца.","Речная рыба почти не содержит жира, её мясо плотное и подходит для любых видов термической обработки. Лучше всего раскрывает вкус щуки запекание в фольге с зеленью или тушение в сливочном соусе. Замороженное без кожи филе удобно готовить — его не нужно чистить. Защитная глазурь составляет не более 5%, но не даёт продукту потерять влагу. Щука хороша в ухе, котлетах и начинках для пирогов, её нейтральный вкус легко сочетается с разными ингредиентами. Советуем размораживать рыбу медленно: в закрытой упаковке на полке холодильника.",0,2025-06-13 10:55:10,"Рыба, икра и морепродукты#Рыба замороженная",Ждёт оценку,16,https://img.vkusvill.ru/pim/images/site/site_LargeWebP/7c4f7305-8ce9-4eb4-8944-3f3ae1c6b420.webp,shchuka-file-bez-kozhi-zam-109740.html
https://vkusvill.ru/goods/pangasius-belyy-file-bez-kozhi-zam-500-g-108409.html,"Пангасиус белый филе без кожи зам., 500 г",0.85,0.22327790973871733,500.0,425.0,42.1,9.4,0.5,0,"Пангасиус белый , вода питьевая (защищенная ледяная глазурь) Продукция производится на предприятии, где используются аллергены: моллюски, ракообразные.","Нежное филе белой рыбы — универсальный вариант для запекания, тушения, варки или обжарки. Мясо у этой рыбы мягкое, почти не содержит жира, с умеренной плотностью и нейтральным вкусом, который хорошо сочетается с соусами, специями и овощами. Филе заморожено с защитной глазурью, её доля не превышает 5% — она помогает сохранить структуру и свежесть продукта. Пангасиус выращен в аквакультуре в контролируемых условиях. Подходит для здорового питания благодаря низкой калорийности. Перед приготовлением рекомендуем медленно размораживать на полке холодильника.",0,2025-06-13 10:54:18,"Рыба, икра и морепродукты#Рыба замороженная",4.4,34,https://img.vkusvill.ru/pim/images/site/site_LargeWebP/909c1120-0b91-46e4-b65b-3516fdd05140.webp,pangasius-belyy-file-bez-kozhi-zam-500-g-108409.html
